agency_cd,site_no,datetime,tz_cd,Gage,Gage_cd,Twater,Twater_cd,Precip,Precip_cd,Tair,Tair_cd
USGS,15239900,6/23/2018 4:45,AKDT,1.72,A,7.4,A,,,,
USGS,15239900,6/23/2018 5:00,AKDT,1.74,A,7.3,A,,,,
USGS,15239900,6/23/2018 5:15,AKDT,1.73,A,7.3,A,,,,
USGS,15239900,6/23/2018 5:30,AKDT,1.72,A,7.2,A,,,,
USGS,15239900,6/23/2018 5:45,AKDT,1.72,A,7.2,A,,,,
USGS,15239900,6/23/2018 6:00,AKDT,1.72,A,7.1,A,,,,
USGS,15239900,6/23/2018 6:15,AKDT,1.7,A,7.1,A,,,,
USGS,15239900,6/23/2018 6:30,AKDT,1.71,A,7.1,A,,,,
USGS,15239900,6/23/2018 6:45,AKDT,1.69,A,7,A,,,,
USGS,15239900,6/23/2018 7:00,AKDT,1.71,A,7,A,,,,
USGS,15239900,6/23/2018 7:15,AKDT,1.7,A,7,A,,,,
USGS,15239900,6/23/2018 7:30,AKDT,1.7,A,7,A,,,,
USGS,15239900,6/23/2018 7:45,AKDT,1.7,A,7,A,,,,
USGS,15239900,6/23/2018 8:00,AKDT,1.71,A,7,A,,,,
USGS,15239900,6/23/2018 8:15,AKDT,1.7,A,6.9,A,,,,
USGS,15239900,6/23/2018 8:30,AKDT,1.68,A,6.9,A,,,,
USGS,15239900,6/23/2018 8:45,AKDT,1.68,A,6.9,A,,,,
USGS,15239900,6/23/2018 9:00,AKDT,1.69,A,6.9,A,,,,
USGS,15239900,6/23/2018 9:15,AKDT,1.69,A,6.9,A,,,,
USGS,15239900,6/23/2018 9:30,AKDT,1.69,A,6.9,A,,,,
USGS,15239900,6/23/2018 9:45,AKDT,1.69,A,6.9,A,,,,
USGS,15239900,6/23/2018 10:00,AKDT,1.67,A,6.9,A,,,,
USGS,15239900,6/23/2018 10:15,AKDT,1.69,A,7,A,,,,
USGS,15239900,6/23/2018 10:30,AKDT,1.68,A,7,A,,,,
USGS,15239900,6/23/2018 10:45,AKDT,1.68,A,7,A,,,,
USGS,15239900,6/23/2018 11:00,AKDT,1.66,A,7.1,A,,,,
USGS,15239900,6/23/2018 11:15,AKDT,1.68,A,7.1,A,,,,
USGS,15239900,6/23/2018 11:30,AKDT,1.66,A,7.2,A,,,,
USGS,15239900,6/23/2018 11:45,AKDT,1.67,A,7.4,A,,,,
USGS,15239900,6/23/2018 12:00,AKDT,1.68,A,7.5,A,,,,
USGS,15239900,6/23/2018 12:15,AKDT,1.67,A,7.5,A,,,,
USGS,15239900,6/23/2018 12:30,AKDT,1.67,A,7.5,A,,,,
USGS,15239900,6/23/2018 12:45,AKDT,1.67,A,7.6,A,,,,
USGS,15239900,6/23/2018 13:00,AKDT,1.66,A,7.6,A,,,,
USGS,15239900,6/23/2018 13:15,AKDT,1.65,A,7.5,A,,,,
USGS,15239900,6/23/2018 13:30,AKDT,1.66,A,7.5,A,,,,
USGS,15239900,6/23/2018 13:45,AKDT,1.65,A,7.5,A,,,,
USGS,15239900,6/23/2018 14:00,AKDT,1.64,A,7.5,A,,,,
USGS,15239900,6/23/2018 14:15,AKDT,1.64,A,7.6,A,,,,
USGS,15239900,6/23/2018 14:30,AKDT,1.65,A,7.6,A,,,,
USGS,15239900,6/23/2018 14:45,AKDT,1.65,A,7.6,A,,,,
USGS,15239900,6/23/2018 15:00,AKDT,1.64,A,7.7,A,,,,
USGS,15239900,6/23/2018 15:15,AKDT,1.65,A,7.7,A,,,,
USGS,15239900,6/23/2018 15:30,AKDT,1.65,A,7.7,A,,,,
USGS,15239900,6/23/2018 15:45,AKDT,1.6,A,7.8,A,,,,
USGS,15239900,6/23/2018 16:00,AKDT,1.63,A,7.8,A,,,,
USGS,15239900,6/23/2018 16:15,AKDT,1.65,A,7.8,A,,,,
USGS,15239900,6/23/2018 16:30,AKDT,1.65,A,7.8,A,,,,
USGS,15239900,6/23/2018 16:45,AKDT,1.63,A,7.8,A,,,,
USGS,15239900,6/23/2018 17:00,AKDT,1.63,A,7.9,A,,,,
USGS,15239900,6/23/2018 17:15,AKDT,1.64,A,7.9,A,,,,
USGS,15239900,6/23/2018 17:30,AKDT,1.64,A,8,A,,,,
USGS,15239900,6/23/2018 17:45,AKDT,1.63,A,8,A,,,,
USGS,15239900,6/23/2018 18:00,AKDT,1.63,A,8.1,A,,,,
USGS,15239900,6/23/2018 18:15,AKDT,1.61,A,8.1,A,,,,
USGS,15239900,6/23/2018 18:30,AKDT,1.63,A,8.2,A,,,,
USGS,15239900,6/23/2018 18:45,AKDT,1.64,A,8.2,A,,,,
USGS,15239900,6/23/2018 19:00,AKDT,1.62,A,8.2,A,,,,
USGS,15239900,6/23/2018 19:15,AKDT,1.62,A,8.2,A,,,,
USGS,15239900,6/23/2018 19:30,AKDT,1.6,A,8.2,A,,,,
USGS,15239900,6/23/2018 19:45,AKDT,1.6,A,8.2,A,,,,
USGS,15239900,6/23/2018 20:00,AKDT,1.62,A,8.2,A,,,,
USGS,15239900,6/23/2018 20:15,AKDT,1.61,A,8.1,A,,,,
USGS,15239900,6/23/2018 20:30,AKDT,1.61,A,8.1,A,,,,
USGS,15239900,6/23/2018 20:45,AKDT,1.61,A,8.1,A,,,,
USGS,15239900,6/23/2018 21:00,AKDT,1.62,A,8,A,,,,
USGS,15239900,6/23/2018 21:15,AKDT,1.61,A,8,A,,,,
USGS,15239900,6/23/2018 21:30,AKDT,1.6,A,7.9,A,,,,
USGS,15239900,6/23/2018 21:45,AKDT,1.61,A,7.9,A,,,,
USGS,15239900,6/23/2018 22:00,AKDT,1.6,A,7.8,A,,,,
USGS,15239900,6/23/2018 22:15,AKDT,1.6,A,7.8,A,,,,
USGS,15239900,6/23/2018 22:30,AKDT,1.59,A,7.7,A,,,,
USGS,15239900,6/23/2018 22:45,AKDT,1.6,A,7.7,A,,,,
USGS,15239900,6/23/2018 23:00,AKDT,1.59,A,7.6,A,,,,
USGS,15239900,6/23/2018 23:15,AKDT,1.6,A,7.6,A,,,,
USGS,15239900,6/23/2018 23:30,AKDT,1.59,A,7.5,A,,,,
USGS,15239900,6/23/2018 23:45,AKDT,1.58,A,7.5,A,,,,
USGS,15239900,6/24/2018 0:00,AKDT,1.6,A,7.4,A,,,,
USGS,15239900,6/24/2018 0:15,AKDT,1.59,A,7.4,A,,,,
USGS,15239900,6/24/2018 0:30,AKDT,1.58,A,7.3,A,,,,
USGS,15239900,6/24/2018 0:45,AKDT,1.59,A,7.3,A,,,,
USGS,15239900,6/24/2018 1:00,AKDT,1.58,A,7.2,A,,,,
USGS,15239900,6/24/2018 1:15,AKDT,1.57,A,7.1,A,,,,
USGS,15239900,6/24/2018 1:30,AKDT,1.59,A,7,A,,,,
USGS,15239900,6/24/2018 1:45,AKDT,1.61,A,7,A,,,,
USGS,15239900,6/24/2018 2:00,AKDT,1.59,A,6.9,A,,,,
USGS,15239900,6/24/2018 2:15,AKDT,1.57,A,6.8,A,,,,
USGS,15239900,6/24/2018 2:30,AKDT,1.58,A,6.7,A,,,,
USGS,15239900,6/24/2018 2:45,AKDT,1.57,A,6.6,A,,,,
USGS,15239900,6/24/2018 3:00,AKDT,1.57,A,6.5,A,,,,
USGS,15239900,6/24/2018 3:15,AKDT,1.57,A,6.5,A,,,,
USGS,15239900,6/24/2018 3:30,AKDT,1.57,A,6.4,A,,,,
USGS,15239900,6/24/2018 3:45,AKDT,1.57,A,6.3,A,,,,
USGS,15239900,6/24/2018 4:00,AKDT,1.57,A,6.2,A,,,,
USGS,15239900,6/24/2018 4:15,AKDT,1.57,A,6.2,A,,,,
USGS,15239900,6/24/2018 4:30,AKDT,1.57,A,6.1,A,,,,
USGS,15239900,6/24/2018 4:45,AKDT,1.58,A,6,A,,,,
USGS,15239900,6/24/2018 5:00,AKDT,1.56,A,5.9,A,,,,
USGS,15239900,6/24/2018 5:15,AKDT,1.57,A,5.8,A,,,,
USGS,15239900,6/24/2018 5:30,AKDT,1.56,A,5.7,A,,,,
USGS,15239900,6/24/2018 5:45,AKDT,1.57,A,5.6,A,,,,
USGS,15239900,6/24/2018 6:00,AKDT,1.55,A,5.6,A,,,,
USGS,15239900,6/24/2018 6:15,AKDT,1.56,A,5.5,A,,,,
USGS,15239900,6/24/2018 6:30,AKDT,1.57,A,5.4,A,,,,
USGS,15239900,6/24/2018 6:45,AKDT,1.56,A,5.4,A,,,,
USGS,15239900,6/24/2018 7:00,AKDT,1.56,A,5.3,A,,,,
USGS,15239900,6/24/2018 7:15,AKDT,1.56,A,5.3,A,,,,
USGS,15239900,6/24/2018 7:30,AKDT,1.55,A,5.2,A,,,,
USGS,15239900,6/24/2018 7:45,AKDT,1.54,A,5.2,A,,,,
USGS,15239900,6/24/2018 8:00,AKDT,1.57,A,5.2,A,,,,
USGS,15239900,6/24/2018 8:15,AKDT,1.56,A,5.2,A,,,,
USGS,15239900,6/24/2018 8:30,AKDT,1.55,A,5.2,A,,,,
USGS,15239900,6/24/2018 8:45,AKDT,1.54,A,5.2,A,,,,
USGS,15239900,6/24/2018 9:00,AKDT,1.55,A,5.3,A,,,,
USGS,15239900,6/24/2018 9:15,AKDT,1.55,A,5.3,A,,,,
USGS,15239900,6/24/2018 9:30,AKDT,1.55,A,5.4,A,,,,
USGS,15239900,6/24/2018 9:45,AKDT,1.54,A,5.5,A,,,,
USGS,15239900,6/24/2018 10:00,AKDT,1.55,A,5.7,A,,,,
USGS,15239900,6/24/2018 10:15,AKDT,1.54,A,5.8,A,,,,
USGS,15239900,6/24/2018 10:30,AKDT,1.54,A,6,A,,,,
USGS,15239900,6/24/2018 10:45,AKDT,1.55,A,6.2,A,,,,
USGS,15239900,6/24/2018 11:00,AKDT,1.53,A,6.3,A,,,,
USGS,15239900,6/24/2018 11:15,AKDT,1.55,A,6.4,A,,,,
USGS,15239900,6/24/2018 11:30,AKDT,1.52,A,6.5,A,,,,
USGS,15239900,6/24/2018 11:45,AKDT,1.54,A,6.5,A,,,,
USGS,15239900,6/24/2018 12:00,AKDT,1.54,A,6.6,A,,,,
USGS,15239900,6/24/2018 12:15,AKDT,1.54,A,6.6,A,,,,
USGS,15239900,6/24/2018 12:30,AKDT,1.53,A,6.6,A,,,,
USGS,15239900,6/24/2018 12:45,AKDT,1.52,A,6.7,A,,,,
USGS,15239900,6/24/2018 13:00,AKDT,1.53,A,6.9,A,,,,
USGS,15239900,6/24/2018 13:15,AKDT,1.55,A,7,A,,,,
USGS,15239900,6/24/2018 13:30,AKDT,1.53,A,7.1,A,,,,
USGS,15239900,6/24/2018 13:45,AKDT,1.53,A,7.3,A,,,,
USGS,15239900,6/24/2018 14:00,AKDT,1.52,A,7.4,A,,,,
USGS,15239900,6/24/2018 14:15,AKDT,1.54,A,7.5,A,,,,
USGS,15239900,6/24/2018 14:30,AKDT,1.53,A,7.6,A,,,,
USGS,15239900,6/24/2018 14:45,AKDT,1.53,A,7.6,A,,,,
USGS,15239900,6/24/2018 15:00,AKDT,1.53,A,7.7,A,,,,
USGS,15239900,6/24/2018 15:15,AKDT,1.53,A,7.8,A,,,,
USGS,15239900,6/24/2018 15:30,AKDT,1.52,A,7.8,A,,,,
USGS,15239900,6/24/2018 15:45,AKDT,1.51,A,7.9,A,,,,
USGS,15239900,6/24/2018 16:00,AKDT,1.52,A,8,A,,,,
USGS,15239900,6/24/2018 16:15,AKDT,1.53,A,8.1,A,,,,
USGS,15239900,6/24/2018 16:30,AKDT,1.51,A,8.1,A,,,,
USGS,15239900,6/24/2018 16:45,AKDT,1.53,A,8.2,A,,,,
USGS,15239900,6/24/2018 17:00,AKDT,1.52,A,8.3,A,,,,
USGS,15239900,6/24/2018 17:15,AKDT,1.52,A,8.3,A,,,,
USGS,15239900,6/24/2018 17:30,AKDT,1.52,A,8.4,A,,,,
USGS,15239900,6/24/2018 17:45,AKDT,1.51,A,8.4,A,,,,
USGS,15239900,6/24/2018 18:00,AKDT,1.52,A,8.4,A,,,,
USGS,15239900,6/24/2018 18:15,AKDT,1.5,A,8.5,A,,,,
USGS,15239900,6/24/2018 18:30,AKDT,1.51,A,8.6,A,,,,
USGS,15239900,6/24/2018 18:45,AKDT,1.5,A,8.6,A,,,,
USGS,15239900,6/24/2018 19:00,AKDT,1.51,A,8.7,A,,,,
USGS,15239900,6/24/2018 19:15,AKDT,1.51,A,8.7,A,,,,
USGS,15239900,6/24/2018 19:30,AKDT,1.49,A,8.7,A,,,,
USGS,15239900,6/24/2018 19:45,AKDT,1.5,A,8.8,A,,,,
USGS,15239900,6/24/2018 20:00,AKDT,1.5,A,8.8,A,,,,
USGS,15239900,6/24/2018 20:15,AKDT,1.51,A,8.9,A,,,,
USGS,15239900,6/24/2018 20:30,AKDT,1.49,A,8.8,A,,,,
USGS,15239900,6/24/2018 20:45,AKDT,1.49,A,8.8,A,,,,
USGS,15239900,6/24/2018 21:00,AKDT,1.51,A,8.8,A,,,,
USGS,15239900,6/24/2018 21:15,AKDT,1.5,A,8.8,A,,,,
USGS,15239900,6/24/2018 21:30,AKDT,1.5,A,8.8,A,,,,
USGS,15239900,6/24/2018 21:45,AKDT,1.49,A,8.8,A,,,,
USGS,15239900,6/24/2018 22:00,AKDT,1.48,A,8.8,A,,,,
USGS,15239900,6/24/2018 22:15,AKDT,1.5,A,8.8,A,,,,
USGS,15239900,6/24/2018 22:30,AKDT,1.48,A,8.7,A,,,,
USGS,15239900,6/24/2018 22:45,AKDT,1.48,A,8.7,A,,,,
USGS,15239900,6/24/2018 23:00,AKDT,1.48,A,8.6,A,,,,
USGS,15239900,6/24/2018 23:15,AKDT,1.48,A,8.6,A,,,,
USGS,15239900,6/24/2018 23:30,AKDT,1.48,A,8.6,A,,,,
USGS,15239900,6/24/2018 23:45,AKDT,1.48,A,8.5,A,,,,
USGS,15239900,6/25/2018 0:00,AKDT,1.48,A,8.5,A,,,,
USGS,15239900,6/25/2018 0:15,AKDT,1.48,A,8.4,A,,,,
USGS,15239900,6/25/2018 0:30,AKDT,1.48,A,8.4,A,,,,
USGS,15239900,6/25/2018 0:45,AKDT,1.49,A,8.3,A,,,,
USGS,15239900,6/25/2018 1:00,AKDT,1.46,A,8.3,A,,,,
USGS,15239900,6/25/2018 1:15,AKDT,1.47,A,8.2,A,,,,
USGS,15239900,6/25/2018 1:30,AKDT,1.48,A,8.2,A,,,,
USGS,15239900,6/25/2018 1:45,AKDT,1.48,A,8.2,A,,,,
USGS,15239900,6/25/2018 2:00,AKDT,1.47,A,8.1,A,,,,
USGS,15239900,6/25/2018 2:15,AKDT,1.46,A,8.1,A,,,,
USGS,15239900,6/25/2018 2:30,AKDT,1.47,A,8,A,,,,
USGS,15239900,6/25/2018 2:45,AKDT,1.46,A,8,A,,,,
USGS,15239900,6/25/2018 3:00,AKDT,1.47,A,7.9,A,,,,
USGS,15239900,6/25/2018 3:15,AKDT,1.47,A,7.9,A,,,,
USGS,15239900,6/25/2018 3:30,AKDT,1.47,A,7.8,A,,,,
USGS,15239900,6/25/2018 3:45,AKDT,1.47,A,7.8,A,,,,
USGS,15239900,6/25/2018 4:00,AKDT,1.46,A,7.7,A,,,,
USGS,15239900,6/25/2018 4:15,AKDT,1.46,A,7.7,A,,,,
USGS,15239900,6/25/2018 4:30,AKDT,1.46,A,7.6,A,,,,
USGS,15239900,6/25/2018 4:45,AKDT,1.46,A,7.6,A,,,,
USGS,15239900,6/25/2018 5:00,AKDT,1.46,A,7.5,A,,,,
USGS,15239900,6/25/2018 5:15,AKDT,1.47,A,7.5,A,,,,
USGS,15239900,6/25/2018 5:30,AKDT,1.46,A,7.5,A,,,,
USGS,15239900,6/25/2018 5:45,AKDT,1.46,A,7.4,A,,,,
USGS,15239900,6/25/2018 6:00,AKDT,1.46,A,7.4,A,,,,
USGS,15239900,6/25/2018 6:15,AKDT,1.47,A,7.4,A,,,,
USGS,15239900,6/25/2018 6:30,AKDT,1.47,A,7.3,A,,,,
USGS,15239900,6/25/2018 6:45,AKDT,1.47,A,7.3,A,,,,
USGS,15239900,6/25/2018 7:00,AKDT,1.46,A,7.3,A,,,,
USGS,15239900,6/25/2018 7:15,AKDT,1.46,A,7.3,A,,,,
USGS,15239900,6/25/2018 7:30,AKDT,1.47,A,7.3,A,,,,
USGS,15239900,6/25/2018 7:45,AKDT,1.45,A,7.3,A,,,,
USGS,15239900,6/25/2018 8:00,AKDT,1.47,A,7.3,A,,,,
USGS,15239900,6/25/2018 8:15,AKDT,1.46,A,7.3,A,,,,
USGS,15239900,6/25/2018 8:30,AKDT,1.47,A,7.3,A,,,,
USGS,15239900,6/25/2018 8:45,AKDT,1.46,A,7.3,A,,,,
USGS,15239900,6/25/2018 9:00,AKDT,1.47,A,7.3,A,,,,
USGS,15239900,6/25/2018 9:15,AKDT,1.46,A,7.4,A,,,,
USGS,15239900,6/25/2018 9:30,AKDT,1.46,A,7.4,A,,,,
USGS,15239900,6/25/2018 9:45,AKDT,1.48,A,7.4,A,,,,
USGS,15239900,6/25/2018 10:00,AKDT,1.47,A,7.5,A,,,,
USGS,15239900,6/25/2018 10:15,AKDT,1.47,A,7.6,A,,,,
USGS,15239900,6/25/2018 10:30,AKDT,1.46,A,7.7,A,,,,
USGS,15239900,6/25/2018 10:45,AKDT,1.46,A,7.7,A,,,,
USGS,15239900,6/25/2018 11:00,AKDT,1.46,A,7.8,A,,,,
USGS,15239900,6/25/2018 11:15,AKDT,1.47,A,7.8,A,,,,
USGS,15239900,6/25/2018 11:30,AKDT,1.46,A,7.9,A,,,,
USGS,15239900,6/25/2018 11:45,AKDT,1.46,A,7.9,A,,,,
USGS,15239900,6/25/2018 12:00,AKDT,1.44,A,8,A,,,,
USGS,15239900,6/25/2018 12:15,AKDT,1.46,A,8.1,A,,,,
USGS,15239900,6/25/2018 12:30,AKDT,1.46,A,8.1,A,,,,
USGS,15239900,6/25/2018 12:45,AKDT,1.46,A,8.2,A,,,,
USGS,15239900,6/25/2018 13:00,AKDT,1.45,A,8.3,A,,,,
USGS,15239900,6/25/2018 13:15,AKDT,1.46,A,8.5,A,,,,
USGS,15239900,6/25/2018 13:30,AKDT,1.46,A,8.9,A,,,,
USGS,15239900,6/25/2018 13:45,AKDT,1.46,A,9,A,,,,
USGS,15239900,6/25/2018 14:00,AKDT,1.47,A,9.3,A,,,,
USGS,15239900,6/25/2018 14:15,AKDT,1.46,A,9.5,A,,,,
USGS,15239900,6/25/2018 14:30,AKDT,1.46,A,9.6,A,,,,
USGS,15239900,6/25/2018 14:45,AKDT,1.47,A,9.7,A,,,,
USGS,15239900,6/25/2018 15:00,AKDT,1.47,A,9.9,A,,,,
USGS,15239900,6/25/2018 15:15,AKDT,1.46,A,9.9,A,,,,
USGS,15239900,6/25/2018 15:30,AKDT,1.46,A,10,A,,,,
USGS,15239900,6/25/2018 15:45,AKDT,1.46,A,10.1,A,,,,
USGS,15239900,6/25/2018 16:00,AKDT,1.45,A,10.2,A,,,,
USGS,15239900,6/25/2018 16:15,AKDT,1.46,A,10.3,A,,,,
USGS,15239900,6/25/2018 16:30,AKDT,1.45,A,10.4,A,,,,
USGS,15239900,6/25/2018 16:45,AKDT,1.46,A,10.5,A,,,,
USGS,15239900,6/25/2018 17:00,AKDT,1.45,A,10.6,A,,,,
USGS,15239900,6/25/2018 17:15,AKDT,1.46,A,10.6,A,,,,
USGS,15239900,6/25/2018 17:30,AKDT,1.46,A,10.5,A,,,,
USGS,15239900,6/25/2018 17:45,AKDT,1.46,A,10.5,A,,,,
USGS,15239900,6/25/2018 18:00,AKDT,1.46,A,10.4,A,,,,
USGS,15239900,6/25/2018 18:15,AKDT,1.47,A,10.4,A,,,,
USGS,15239900,6/25/2018 18:30,AKDT,1.46,A,10.4,A,,,,
USGS,15239900,6/25/2018 18:45,AKDT,1.47,A,10.4,A,,,,
USGS,15239900,6/25/2018 19:00,AKDT,1.46,A,10.4,A,,,,
USGS,15239900,6/25/2018 19:15,AKDT,1.47,A,10.4,A,,,,
USGS,15239900,6/25/2018 19:30,AKDT,1.45,A,10.4,A,,,,
USGS,15239900,6/25/2018 19:45,AKDT,1.46,A,10.4,A,,,,
USGS,15239900,6/25/2018 20:00,AKDT,1.48,A,10.5,A,,,,
USGS,15239900,6/25/2018 20:15,AKDT,1.47,A,10.4,A,,,,
USGS,15239900,6/25/2018 20:30,AKDT,1.47,A,10.4,A,,,,
USGS,15239900,6/25/2018 20:45,AKDT,1.45,A,10.3,A,,,,
USGS,15239900,6/25/2018 21:00,AKDT,1.46,A,10.3,A,,,,
USGS,15239900,6/25/2018 21:15,AKDT,1.47,A,10.2,A,,,,
USGS,15239900,6/25/2018 21:30,AKDT,1.47,A,10.1,A,,,,
USGS,15239900,6/25/2018 21:45,AKDT,1.47,A,10,A,,,,
USGS,15239900,6/25/2018 22:00,AKDT,1.47,A,9.9,A,,,,
USGS,15239900,6/25/2018 22:15,AKDT,1.47,A,9.8,A,,,,
USGS,15239900,6/25/2018 22:30,AKDT,1.47,A,9.7,A,,,,
USGS,15239900,6/25/2018 22:45,AKDT,1.48,A,9.6,A,,,,
USGS,15239900,6/25/2018 23:00,AKDT,1.48,A,9.5,A,,,,
USGS,15239900,6/25/2018 23:15,AKDT,1.47,A,9.4,A,,,,
USGS,15239900,6/25/2018 23:30,AKDT,1.48,A,9.3,A,,,,
USGS,15239900,6/25/2018 23:45,AKDT,1.46,A,9.2,A,,,,
USGS,15239900,6/26/2018 0:00,AKDT,1.47,A,9,A,,,,
USGS,15239900,6/26/2018 0:15,AKDT,1.47,A,8.9,A,,,,
USGS,15239900,6/26/2018 0:30,AKDT,1.47,A,8.8,A,,,,
USGS,15239900,6/26/2018 0:45,AKDT,1.47,A,8.7,A,,,,
USGS,15239900,6/26/2018 1:00,AKDT,1.47,A,8.6,A,,,,
USGS,15239900,6/26/2018 1:15,AKDT,1.49,A,8.4,A,,,,
USGS,15239900,6/26/2018 1:30,AKDT,1.47,A,8.3,A,,,,
USGS,15239900,6/26/2018 1:45,AKDT,1.47,A,8.2,A,,,,
USGS,15239900,6/26/2018 2:00,AKDT,1.47,A,8.1,A,,,,
USGS,15239900,6/26/2018 2:15,AKDT,1.48,A,8,A,,,,
USGS,15239900,6/26/2018 2:30,AKDT,1.46,A,7.9,A,,,,
USGS,15239900,6/26/2018 2:45,AKDT,1.47,A,7.9,A,,,,
USGS,15239900,6/26/2018 3:00,AKDT,1.48,A,7.8,A,,,,
USGS,15239900,6/26/2018 3:15,AKDT,1.46,A,7.7,A,,,,
USGS,15239900,6/26/2018 3:30,AKDT,1.45,A,7.7,A,,,,
USGS,15239900,6/26/2018 3:45,AKDT,1.46,A,7.6,A,,,,
USGS,15239900,6/26/2018 4:00,AKDT,1.46,A,7.5,A,,,,
USGS,15239900,6/26/2018 4:15,AKDT,1.46,A,7.5,A,,,,
USGS,15239900,6/26/2018 4:30,AKDT,1.45,A,7.4,A,,,,
USGS,15239900,6/26/2018 4:45,AKDT,1.47,A,7.4,A,,,,
USGS,15239900,6/26/2018 5:00,AKDT,1.46,A,7.3,A,,,,
USGS,15239900,6/26/2018 5:15,AKDT,1.46,A,7.3,A,,,,
USGS,15239900,6/26/2018 5:30,AKDT,1.46,A,7.2,A,,,,
USGS,15239900,6/26/2018 5:45,AKDT,1.45,A,7.1,A,,,,
USGS,15239900,6/26/2018 6:00,AKDT,1.46,A,7.1,A,,,,
USGS,15239900,6/26/2018 6:15,AKDT,1.46,A,7,A,,,,
USGS,15239900,6/26/2018 6:30,AKDT,1.46,A,7,A,,,,
USGS,15239900,6/26/2018 6:45,AKDT,1.46,A,6.9,A,,,,
USGS,15239900,6/26/2018 7:00,AKDT,1.48,A,6.9,A,,,,
USGS,15239900,6/26/2018 7:15,AKDT,1.48,A,6.9,A,,,,
USGS,15239900,6/26/2018 7:30,AKDT,1.47,A,6.8,A,,,,
USGS,15239900,6/26/2018 7:45,AKDT,1.46,A,6.8,A,,,,
USGS,15239900,6/26/2018 8:00,AKDT,1.46,A,6.8,A,,,,
USGS,15239900,6/26/2018 8:15,AKDT,1.46,A,6.8,A,,,,
USGS,15239900,6/26/2018 8:30,AKDT,1.46,A,6.8,A,,,,
USGS,15239900,6/26/2018 8:45,AKDT,1.46,A,6.8,A,,,,
USGS,15239900,6/26/2018 9:00,AKDT,1.46,A,6.8,A,,,,
USGS,15239900,6/26/2018 9:15,AKDT,1.47,A,6.8,A,,,,
USGS,15239900,6/26/2018 9:30,AKDT,1.47,A,6.8,A,,,,
USGS,15239900,6/26/2018 9:45,AKDT,1.47,A,6.9,A,,,,
USGS,15239900,6/26/2018 10:00,AKDT,1.46,A,6.9,A,,,,
USGS,15239900,6/26/2018 10:15,AKDT,1.47,A,7,A,,,,
USGS,15239900,6/26/2018 10:30,AKDT,1.47,A,7,A,,,,
USGS,15239900,6/26/2018 10:45,AKDT,1.46,A,7.1,A,,,,
USGS,15239900,6/26/2018 11:00,AKDT,1.46,A,7.2,A,,,,
USGS,15239900,6/26/2018 11:15,AKDT,1.45,A,7.3,A,,,,
USGS,15239900,6/26/2018 11:30,AKDT,1.46,A,7.4,A,,,,
USGS,15239900,6/26/2018 11:45,AKDT,1.46,A,7.4,A,,,,
USGS,15239900,6/26/2018 12:00,AKDT,1.46,A,7.5,A,,,,
USGS,15239900,6/26/2018 12:15,AKDT,1.47,A,7.6,A,,,,
USGS,15239900,6/26/2018 12:30,AKDT,1.46,A,7.6,A,,,,
USGS,15239900,6/26/2018 12:45,AKDT,1.46,A,7.7,A,,,,
USGS,15239900,6/26/2018 13:00,AKDT,1.44,A,7.8,A,,,,
USGS,15239900,6/26/2018 13:15,AKDT,1.45,A,8,A,,,,
USGS,15239900,6/26/2018 13:30,AKDT,1.45,A,8.2,A,,,,
USGS,15239900,6/26/2018 13:45,AKDT,1.45,A,8.3,A,,,,
USGS,15239900,6/26/2018 14:00,AKDT,1.46,A,8.4,A,,,,
USGS,15239900,6/26/2018 14:15,AKDT,1.45,A,8.5,A,,,,
USGS,15239900,6/26/2018 14:30,AKDT,1.44,A,8.5,A,,,,
USGS,15239900,6/26/2018 14:45,AKDT,1.45,A,8.6,A,,,,
USGS,15239900,6/26/2018 15:00,AKDT,1.45,A,8.7,A,,,,
USGS,15239900,6/26/2018 15:15,AKDT,1.44,A,8.7,A,,,,
USGS,15239900,6/26/2018 15:30,AKDT,1.44,A,8.8,A,,,,
USGS,15239900,6/26/2018 15:45,AKDT,1.44,A,8.9,A,,,,
USGS,15239900,6/26/2018 16:00,AKDT,1.43,A,9,A,,,,
USGS,15239900,6/26/2018 16:15,AKDT,1.45,A,9.1,A,,,,
USGS,15239900,6/26/2018 16:30,AKDT,1.44,A,9.1,A,,,,
USGS,15239900,6/26/2018 16:45,AKDT,1.44,A,9.2,A,,,,
USGS,15239900,6/26/2018 17:00,AKDT,1.43,A,9.2,A,,,,
USGS,15239900,6/26/2018 17:15,AKDT,1.44,A,9.2,A,,,,
USGS,15239900,6/26/2018 17:30,AKDT,1.43,A,9.2,A,,,,
USGS,15239900,6/26/2018 17:45,AKDT,1.44,A,9.3,A,,,,
USGS,15239900,6/26/2018 18:00,AKDT,1.44,A,9.3,A,,,,
USGS,15239900,6/26/2018 18:15,AKDT,1.43,A,9.4,A,,,,
USGS,15239900,6/26/2018 18:30,AKDT,1.42,A,9.4,A,,,,
USGS,15239900,6/26/2018 18:45,AKDT,1.43,A,9.4,A,,,,
USGS,15239900,6/26/2018 19:00,AKDT,1.42,A,9.4,A,,,,
USGS,15239900,6/26/2018 19:15,AKDT,1.43,A,9.4,A,,,,
USGS,15239900,6/26/2018 19:30,AKDT,1.43,A,9.4,A,,,,
USGS,15239900,6/26/2018 19:45,AKDT,1.42,A,9.4,A,,,,
USGS,15239900,6/26/2018 20:00,AKDT,1.42,A,9.5,A,,,,
